pair_id,context_id,title_a,title_b,track_id_a,track_id_b,track_a_source_path,track_b_source_path,engine_decision_class,engine_recommendation_policy,engine_score,engine_confidence,engine_strategy,engine_blend_profile_auto,engine_blend_profile_explanation,engine_alternative_strategies,engine_standard_blend_allowed,engine_tempo_gate,engine_harmonic_gate,engine_tempo_feasibility,engine_tempo_relation,engine_harmonic_relation,engine_context_fit,engine_bass_conflict_risk,engine_vocal_clash_risk,engine_window_a_id,engine_window_a_type,engine_window_a(mm:ss),engine_window_b_id,engine_window_b_type,engine_window_b(mm:ss),engine_pair_window_a(mm:ss),engine_pair_window_b(mm:ss),engine_pair_score,engine_compatible_contexts,engine_policy_reasons,engine_risks,engine_warnings,dj_verdict(accept/review/reject),dj_mixability_rating,dj_transition_strategy,dj_comment
4056c8ee53cfb090__0b6db038bbd47b93,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)","Fold, cu.rve - Business (Original Mix)",4056c8ee53cfb090,0b6db038bbd47b93,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3","data/raw/Fold, cu.rve - Business (Original Mix).mp3",reject_standard_blend,suppress,0.6055,0.69,echo_out,plain_blend,Auto mode falls back to plain blend because the engine prefers echo out over a standard overlap.,short_blend;hard_cut,False,pass,fail,medium,direct,risky,,0.4893,0.2867,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,0b6db038bbd47b93_tw3,mix_in,0:17-0:33,1:20-1:36,0:17-0:33,1.6596,club_opening;festival_daytime,harmonic clash risk 0.81 breaches the shared hard limit;shared hard block triggered recommendation suppression,moderate bass conflict (0.49);harmonic risk 0.81 — risky key move;harmonic clash risk 0.81 breaches the shared hard limit;harmonic gate failed — exposed key clash risk;shared pair rules triggered a hard block for standard blending,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined; shared rules suggest a non-standard exit",,,,
4056c8ee53cfb090__0d74f481c29d23c7,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",Butch - Schlecker (Original Mix),4056c8ee53cfb090,0d74f481c29d23c7,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/Butch - Schlecker (Original Mix).mp3,review_required,review_only,0.6649,0.69,phrase_aligned_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.29 favors a shaped overlap.,short_blend;echo_out,True,pass,pass,medium,direct,adjacent_same_mode,,0.398,0.2867,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,0d74f481c29d23c7_tw1,mix_out,6:12-6:22,1:20-1:36,6:12-6:22,1.9886,club_closing;club_opening;club_peak;festival_daytime,shared rules require manual review,,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;tempo gap is above easy-blend range — keep the overlap disciplined;conflicting descriptors — interpretation is unstable",,,,
4056c8ee53cfb090__48c18f8c79fc588e,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)","Mala, Magugu - Militant Don (Vocal)",4056c8ee53cfb090,48c18f8c79fc588e,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3","data/raw/Mala, Magugu - Militant Don (Vocal).mp3",review_required,review_only,0.6081,0.69,phrase_aligned_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.49 favors a deliberate low-end handoff.,short_blend;echo_out,True,pass,review,medium,direct,risky,,0.4923,0.2722,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,48c18f8c79fc588e_tw1,mix_in,0:16-0:32,1:20-1:36,0:16-0:32,1.8347,club_opening;festival_daytime,harmonic risk 0.63 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.49);harmonic risk 0.63 — risky key move;harmonic risk 0.63 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined",,,,
4056c8ee53cfb090__76609e489f01f9de,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",Rohaan - Got No _3 (Original Mix),4056c8ee53cfb090,76609e489f01f9de,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/Rohaan - Got No _3 (Original Mix).mp3,review_required,review_only,0.6287,0.69,phrase_aligned_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.46 favors a deliberate low-end handoff.,short_blend;echo_out,True,pass,review,medium,direct,unknown,,0.4604,0.2867,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,76609e489f01f9de_tw1,bridge,1:31-1:47,1:20-1:36,1:31-1:47,1.7155,club_closing;club_opening;club_peak;festival_daytime,harmonic risk 0.62 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.46);harmonic risk 0.62 — unknown key move;harmonic risk 0.62 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined",,,,
4056c8ee53cfb090__79d93a2a256d0920,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",Bodhi - Thirst (Original Mix),4056c8ee53cfb090,79d93a2a256d0920,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/Bodhi - Thirst (Original Mix).mp3,review_required,review_only,0.6603,0.69,short_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.29 favors a shaped overlap.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,risky,,0.4016,0.2867,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,79d93a2a256d0920_tw1,mix_in,0:59-1:15,1:20-1:36,0:59-1:15,1.9732,club_opening;club_peak;festival_daytime,harmonic risk 0.65 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.40);harmonic risk 0.65 — risky key move;harmonic risk 0.65 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
4056c8ee53cfb090__85d8116989ea2f32,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",O_Flynn - Srekye (Extended Mix),4056c8ee53cfb090,85d8116989ea2f32,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/O_Flynn - Srekye (Extended Mix).mp3,review_required,review_only,0.6786,0.69,standard_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.29 favors a shaped overlap.,phrase_aligned_blend;short_blend,True,pass,review,high,direct,unknown,,0.418,0.2867,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,85d8116989ea2f32_tw2,mix_in,0:08-0:24,1:20-1:36,0:08-0:24,1.9277,club_closing;club_opening;club_peak;festival_daytime,harmonic risk 0.62 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.62 — unknown key move;harmonic risk 0.62 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
4056c8ee53cfb090__a749c305f32f7d51,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",AIROD - Rave Cycle (Original Mix),4056c8ee53cfb090,a749c305f32f7d51,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/AIROD - Rave Cycle (Original Mix).mp3,review_required,review_only,0.723,0.69,short_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.49 favors a deliberate low-end handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.4923,0.0959,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,a749c305f32f7d51_tw1,mix_in,0:00-0:09,1:20-1:36,0:00-0:09,2.1674,club_closing;club_opening;club_peak;festival_daytime,harmonic risk 0.54 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.49);harmonic risk 0.54 — unknown key move;harmonic risk 0.54 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
4056c8ee53cfb090__aaecfee7674ae3ed,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)","TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI)",4056c8ee53cfb090,aaecfee7674ae3ed,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3","data/raw/TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI).mp3",non_standard_strategy_required,review_only,0.6676,0.69,tempo_ramp,plain_blend,Auto mode falls back to plain blend because the engine prefers tempo ramp over a standard overlap.,echo_out;break_transition;hard_cut,False,strategy_dependent,pass,medium,direct,relative_major_minor,,0.4923,0.1082,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,aaecfee7674ae3ed_tw1,mix_in,0:33-0:49,1:20-1:36,0:33-0:49,2.188,club_closing;club_opening;club_peak;festival_daytime,effective BPM gap 8.3% needs a non-standard tempo strategy;shared rules require manual review,moderate bass conflict (0.49);effective BPM gap 8.3% needs a non-standard tempo strategy;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;standard blend is risky at this BPM gap — non-standard strategy preferred; shared rules suggest a non-standard exit",,,,
4056c8ee53cfb090__b2d3c5c17b5e26ac,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",Bodhi - 433Mhz (Original Mix),4056c8ee53cfb090,b2d3c5c17b5e26ac,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/Bodhi - 433Mhz (Original Mix).mp3,reject_standard_blend,suppress,0.6705,0.69,echo_out,plain_blend,Auto mode falls back to plain blend because the engine prefers echo out over a standard overlap.,phrase_aligned_blend;standard_blend;hard_cut,False,pass,fail,high,direct,risky,,0.4354,0.2867,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,b2d3c5c17b5e26ac_tw2,mix_in,0:49-1:05,1:20-1:36,0:49-1:05,1.8498,club_opening;festival_daytime,harmonic clash risk 0.83 breaches the shared hard limit;shared hard block triggered recommendation suppression,moderate bass conflict (0.44);harmonic risk 0.83 — risky key move;harmonic clash risk 0.83 breaches the shared hard limit;harmonic gate failed — exposed key clash risk;shared pair rules triggered a hard block for standard blending,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;shared rules suggest a non-standard exit instead of a standard blend",,,,
4056c8ee53cfb090__deb940c4a6052fed,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",Jorg Kuning - Mercedes (Original Mix),4056c8ee53cfb090,deb940c4a6052fed,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/Jorg Kuning - Mercedes (Original Mix).mp3,review_required,review_only,0.6852,0.69,standard_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.49 favors a deliberate low-end handoff.,phrase_aligned_blend;short_blend,True,pass,review,high,direct,risky,,0.4923,0.2641,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,deb940c4a6052fed_tw1,mix_in,0:03-0:19,1:20-1:36,0:03-0:19,2.027,club_opening;festival_daytime,harmonic risk 0.74 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.49);harmonic risk 0.74 — risky key move;harmonic risk 0.74 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
4056c8ee53cfb090__e3b089eb3589fe94,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",Muskila - YARAO (Original Mix),4056c8ee53cfb090,e3b089eb3589fe94,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/Muskila - YARAO (Original Mix).mp3,review_required,review_only,0.6858,0.69,short_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.49 favors a deliberate low-end handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,risky,,0.4923,0.1605,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,e3b089eb3589fe94_tw2,mix_in,0:00-0:16,1:20-1:36,0:00-0:16,2.0217,club_opening;festival_daytime,harmonic risk 0.70 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.49);harmonic risk 0.70 — risky key move;harmonic risk 0.70 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
4056c8ee53cfb090__ecf64aa98ccd4467,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",Bicep - CHROMA 004 ROLA (Original Mix),4056c8ee53cfb090,ecf64aa98ccd4467,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/Bicep - CHROMA 004 ROLA (Original Mix).mp3,reject_standard_blend,suppress,0.5319,0.62,hard_cut,plain_blend,Auto mode falls back to plain blend because the engine prefers hard cut over a standard overlap.,echo_out,False,fail,review,low,direct,risky,,0.4923,0.2477,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,ecf64aa98ccd4467_tw2,mix_in,0:00-0:09,1:20-1:36,0:00-0:09,1.8974,club_opening;festival_daytime,extreme BPM jump 29.1% breaches the shared hard limit;harmonic risk 0.67 needs masking or careful transition timing;shared hard block triggered recommendation suppression,moderate bass conflict (0.49);harmonic risk 0.67 — risky key move;extreme BPM jump 29.1% breaches the shared hard limit;harmonic risk 0.67 needs masking or careful transition timing;tempo gate failed — reject standard blend;shared pair rules triggered a hard block for standard blending,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;extreme BPM jump — reject standard blend; shared rules suggest a non-standard exit",,,,
4056c8ee53cfb090__fea8b371ffd2adc5,,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",Povoa - Hacked Lime (Original Mix),4056c8ee53cfb090,fea8b371ffd2adc5,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",data/raw/Povoa - Hacked Lime (Original Mix).mp3,review_required,review_only,0.6969,0.69,short_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.48 favors a deliberate low-end handoff.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,unknown,,0.4808,0.2431,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,fea8b371ffd2adc5_tw2,mix_in,0:08-0:24,1:20-1:36,0:08-0:24,1.9407,club_opening;club_peak;festival_daytime,harmonic risk 0.57 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.48);harmonic risk 0.57 — unknown key move;harmonic risk 0.57 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
48c18f8c79fc588e__06987e170b8722e1,,"Mala, Magugu - Militant Don (Vocal)",BRUX (AUS) - Pull The Trigger (Original Mix),48c18f8c79fc588e,06987e170b8722e1,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3",data/raw/BRUX (AUS) - Pull The Trigger (Original Mix).mp3,review_required,review_only,0.6988,0.69,standard_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.51 favors a deliberate low-end handoff.,phrase_aligned_blend;short_blend,True,pass,review,high,direct,unknown,,0.509,0.2722,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,06987e170b8722e1_tw2,mix_in,0:00-0:13,2:18-2:30,0:00-0:13,1.7028,,harmonic risk 0.58 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.51);harmonic risk 0.58 — unknown key move;harmonic risk 0.58 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
48c18f8c79fc588e__0b6db038bbd47b93,,"Mala, Magugu - Militant Don (Vocal)","Fold, cu.rve - Business (Original Mix)",48c18f8c79fc588e,0b6db038bbd47b93,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3","data/raw/Fold, cu.rve - Business (Original Mix).mp3",reject_standard_blend,suppress,0.6683,0.69,echo_out,plain_blend,Auto mode falls back to plain blend because the engine prefers echo out over a standard overlap.,phrase_aligned_blend;short_blend;hard_cut,False,pass,fail,high,direct,risky,,0.4893,0.2722,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,0b6db038bbd47b93_tw3,mix_in,0:17-0:33,2:18-2:30,0:17-0:33,1.546,,harmonic clash risk 0.81 breaches the shared hard limit;shared hard block triggered recommendation suppression,moderate bass conflict (0.49);harmonic risk 0.81 — risky key move;harmonic clash risk 0.81 breaches the shared hard limit;harmonic gate failed — exposed key clash risk;shared pair rules triggered a hard block for standard blending,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;shared rules suggest a non-standard exit instead of a standard blend",,,,
48c18f8c79fc588e__0d74f481c29d23c7,,"Mala, Magugu - Militant Don (Vocal)",Butch - Schlecker (Original Mix),48c18f8c79fc588e,0d74f481c29d23c7,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3",data/raw/Butch - Schlecker (Original Mix).mp3,non_standard_strategy_required,review_only,0.6365,0.69,tempo_ramp,plain_blend,Auto mode falls back to plain blend because the engine prefers tempo ramp over a standard overlap.,echo_out;break_transition;hard_cut,False,strategy_dependent,pass,medium,direct,relative_major_minor,,0.398,0.2722,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,0d74f481c29d23c7_tw1,mix_out,6:12-6:22,2:18-2:30,6:12-6:22,1.7687,club_closing;club_peak,effective BPM gap 9.8% needs a non-standard tempo strategy;shared rules require manual review,effective BPM gap 9.8% needs a non-standard tempo strategy;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;standard blend is risky at this BPM gap — non-standard strategy preferred; shared rules suggest a non-standard exit",,,,
48c18f8c79fc588e__4056c8ee53cfb090,,"Mala, Magugu - Militant Don (Vocal)","Oscar Farrell, Mount XLR - Mod Break (Original Mix)",48c18f8c79fc588e,4056c8ee53cfb090,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3","data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3",review_required,review_only,0.6236,0.69,phrase_aligned_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.49 favors a deliberate low-end handoff.,short_blend;echo_out,True,pass,review,medium,direct,risky,,0.4923,0.2722,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,4056c8ee53cfb090_tw1,mix_in,1:20-1:36,2:18-2:30,1:20-1:36,1.8713,club_closing;club_peak,harmonic risk 0.63 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.49);harmonic risk 0.63 — risky key move;harmonic risk 0.63 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined",,,,
48c18f8c79fc588e__76609e489f01f9de,,"Mala, Magugu - Militant Don (Vocal)",Rohaan - Got No _3 (Original Mix),48c18f8c79fc588e,76609e489f01f9de,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3",data/raw/Rohaan - Got No _3 (Original Mix).mp3,review_required,review_only,0.6911,0.69,standard_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.46 favors a deliberate low-end handoff.,phrase_aligned_blend;short_blend,True,pass,review,high,direct,unknown,,0.4604,0.2722,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,76609e489f01f9de_tw1,bridge,1:31-1:47,2:18-2:30,1:31-1:47,1.601,club_closing;club_peak,harmonic risk 0.62 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.46);harmonic risk 0.62 — unknown key move;harmonic risk 0.62 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
48c18f8c79fc588e__79d93a2a256d0920,,"Mala, Magugu - Militant Don (Vocal)",Bodhi - Thirst (Original Mix),48c18f8c79fc588e,79d93a2a256d0920,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3",data/raw/Bodhi - Thirst (Original Mix).mp3,review_required,review_only,0.6591,0.69,short_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.27 favors a shaped overlap.,phrase_aligned_blend;standard_blend,True,pass,review,high,direct,risky,,0.4016,0.2722,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,79d93a2a256d0920_tw1,mix_in,0:59-1:15,2:18-2:30,0:59-1:15,1.8057,club_peak,harmonic risk 0.65 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.40);harmonic risk 0.65 — risky key move;harmonic risk 0.65 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;risky key relation, but low harmonic exposure may mask it;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
48c18f8c79fc588e__85d8116989ea2f32,,"Mala, Magugu - Militant Don (Vocal)",O_Flynn - Srekye (Extended Mix),48c18f8c79fc588e,85d8116989ea2f32,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3",data/raw/O_Flynn - Srekye (Extended Mix).mp3,review_required,review_only,0.6129,0.69,phrase_aligned_blend,contour_blend,Auto mode selects contour blend because vocal or mid exposure 0.27 favors a shaped overlap.,short_blend;echo_out,True,pass,review,medium,direct,unknown,,0.418,0.2722,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,85d8116989ea2f32_tw2,mix_in,0:08-0:24,2:18-2:30,0:08-0:24,1.7056,club_closing;club_peak,harmonic risk 0.62 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.42);harmonic risk 0.62 — unknown key move;harmonic risk 0.62 needs masking or careful transition timing,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;tempo gap is above easy-blend range — keep the overlap disciplined",,,,
48c18f8c79fc588e__a749c305f32f7d51,,"Mala, Magugu - Militant Don (Vocal)",AIROD - Rave Cycle (Original Mix),48c18f8c79fc588e,a749c305f32f7d51,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3",data/raw/AIROD - Rave Cycle (Original Mix).mp3,non_standard_strategy_required,review_only,0.647,0.69,tempo_ramp,plain_blend,Auto mode falls back to plain blend because the engine prefers tempo ramp over a standard overlap.,echo_out;break_transition;hard_cut,False,strategy_dependent,review,medium,direct,unknown,,0.5185,0.0959,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,a749c305f32f7d51_tw1,mix_in,0:00-0:09,2:18-2:30,0:00-0:09,1.9272,club_closing;club_peak,effective BPM gap 7.5% needs a non-standard tempo strategy;harmonic risk 0.54 needs masking or careful transition timing;shared rules require manual review,moderate bass conflict (0.52);harmonic risk 0.54 — unknown key move;effective BPM gap 7.5% needs a non-standard tempo strategy;harmonic risk 0.54 needs masking or careful transition timing;tempo relation requires a non-standard transition strategy,"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable;standard blend is risky at this BPM gap — non-standard strategy preferred; shared rules suggest a non-standard exit",,,,
48c18f8c79fc588e__aaecfee7674ae3ed,,"Mala, Magugu - Militant Don (Vocal)","TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI)",48c18f8c79fc588e,aaecfee7674ae3ed,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3","data/raw/TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI).mp3",review_required,review_only,0.7281,0.69,short_blend,bass_swap,Auto mode selects bass swap because bass conflict risk 0.52 favors a deliberate low-end handoff.,phrase_aligned_blend;standard_blend,True,pass,pass,high,direct,adjacent_same_mode,,0.5185,0.1082,48c18f8c79fc588e_tw2,mix_out,2:18-2:30,aaecfee7674ae3ed_tw1,mix_in,0:33-0:49,2:18-2:30,0:33-0:49,2.0719,club_closing;club_peak,shared rules require manual review,moderate bass conflict (0.52),"style fit unavailable (missing style labels) — neutral;low key confidence — verify key before trusting harmonic result;context fit unavailable (no context profile) — neutral;no context profile — role/fit is context-free;not DJ-validated — output is a candidate estimate, not ground truth;conflicting descriptors — interpretation is unstable",,,,
